"Company","Title","Location","URL","Source","Notes"
"Susquehanna International Group","Quantitative Trading Internship: Summer 2027","","https://careers-sig.icims.com/jobs/11005/quantitative-trading-internship%3a-summer-2027/job","iCIMS:careers-sig","internship timing: Summer 2027; undergrad/BS/MS language found"
"Susquehanna International Group","Trading System Engineering Internship: Summer 2027","Bala Cynwyd (Philadelphia Area), Pennsylvania","https://careers.sig.com/technology-software-engineering/jobs/10837?lang=en-us","Official careers page","internship timing: Summer 2027"
"Tower Research Capital","Junior Execution Trader Intern","Gift City","https://www.tower-research.com/open-positions/?gh_jid=8091833","Greenhouse:towerresearchcapital","internship timing not stated in title; undergrad/BS/MS language found"
"Tower Research Capital","Quantitative Developer Intern - Summer 2027","New York, Chicago","https://www.tower-research.com/open-positions/?gh_jid=8044334","Greenhouse:towerresearchcapital","internship timing: Summer 2027; undergrad/BS/MS language found"
"Tower Research Capital","Quantitative Trader Intern - Summer 2027","New York, Chicago","https://www.tower-research.com/open-positions/?gh_jid=8024128","Greenhouse:towerresearchcapital","internship timing: Summer 2027; undergrad/BS/MS language found"
"Tower Research Capital","Risk Intern - 6 Month Internship Opportunity","Singapore","https://www.tower-research.com/open-positions/?gh_jid=7789933","Greenhouse:towerresearchcapital","internship timing not stated in title; undergrad/BS/MS language found"
"TransMarket Group","Algorithmic Trader Intern","Chicago, Illinois, United States","https://job-boards.greenhouse.io/transmarketgroup/jobs/5151581007?gh_jid=5151581007","Greenhouse:transmarketgroup","internship timing not stated in title; graduation eligibility mentions: 2027, 2028; undergrad/BS/MS language found"
"TransMarket Group","DevOps/SRE Intern","Chicago, Illinois, United States","https://job-boards.greenhouse.io/transmarketgroup/jobs/5151577007?gh_jid=5151577007","Greenhouse:transmarketgroup","internship timing not stated in title; undergrad/BS/MS language found"
"TransMarket Group","Quantitative Trader Intern","Chicago, Illinois, United States","https://job-boards.greenhouse.io/transmarketgroup/jobs/5151569007?gh_jid=5151569007","Greenhouse:transmarketgroup","internship timing not stated in title; graduation eligibility mentions: 2027, 2028; undergrad/BS/MS language found"
"Trillium","Summer 2027 Equity Trader Internship","Miami","https://www.trlm.com/apply/5076067007?gh_jid=5076067007","Greenhouse:trillium","internship timing: Summer 2027; graduation eligibility mentions: 2028; undergrad/BS/MS language found"
"Trillium","Summer 2027 Equity Trader Internship","NYC","https://www.trlm.com/apply/5076003007?gh_jid=5076003007","Greenhouse:trillium","internship timing: Summer 2027; graduation eligibility mentions: 2028; undergrad/BS/MS language found"
"Trillium","Summer 2027 Equity Trader Internship","Chicago","https://www.trlm.com/apply/5076017007?gh_jid=5076017007","Greenhouse:trillium","internship timing: Summer 2027; graduation eligibility mentions: 2028; undergrad/BS/MS language found"
"Virtu Financial","2027 Internship - Frontend Engineer (UI)","New York","https://job-boards.greenhouse.io/virtu/jobs/8657500002","Greenhouse:virtu","internship timing not stated in title; undergrad/BS/MS language found"
"Virtu Financial","2027 Internship - Quantitative Researcher (Master or PhD)","Dublin, Ireland","https://job-boards.greenhouse.io/virtu/jobs/8631180002","Greenhouse:virtu","internship timing not stated in title; undergrad/BS/MS language found"
"Virtu Financial","2027 Internship - Quantitative Researcher (Undergrad)","New York","https://job-boards.greenhouse.io/virtu/jobs/8142539002","Greenhouse:virtu","internship timing not stated in title; undergrad/BS/MS language found"
"Virtu Financial","2027 Internship - Quantitative Strategist ","Singapore","https://job-boards.greenhouse.io/virtu/jobs/7617953002","Greenhouse:virtu","internship timing not stated in title; undergrad/BS/MS language found"
"Virtu Financial","2027 Internship - Quantitative Trading","Singapore","https://job-boards.greenhouse.io/virtu/jobs/5208637002","Greenhouse:virtu","internship timing not stated in title; undergrad/BS/MS language found"
"Virtu Financial","2027 Internship - Quantitative Trading","Austin, TX; Chicago; New York","https://job-boards.greenhouse.io/virtu/jobs/8624408002","Greenhouse:virtu","internship timing not stated in title; undergrad/BS/MS language found"
"Virtu Financial","2027 Internship - Quantitative Trading ","Dublin, Ireland","https://job-boards.greenhouse.io/virtu/jobs/8547254002","Greenhouse:virtu","internship timing not stated in title; graduation eligibility mentions: 2028; undergrad/BS/MS language found"
"Virtu Financial","2027 Internship - Software Engineer","Dublin, Ireland","https://job-boards.greenhouse.io/virtu/jobs/8551566002","Greenhouse:virtu","internship timing not stated in title; graduation eligibility mentions: 2028; undergrad/BS/MS language found"
"Virtu Financial","2027 Internship - Software Engineer","Austin, TX; New York","https://job-boards.greenhouse.io/virtu/jobs/8624410002","Greenhouse:virtu","internship timing not stated in title; undergrad/BS/MS language found"
"Virtu Financial","2027 Internship – Core Operations Engineer ","Singapore","https://job-boards.greenhouse.io/virtu/jobs/6329460002","Greenhouse:virtu","internship timing not stated in title; undergrad/BS/MS language found"
"Virtu Financial","2027 Internship – Software Engineer ","Singapore","https://job-boards.greenhouse.io/virtu/jobs/5513756002","Greenhouse:virtu","internship timing not stated in title; undergrad/BS/MS language found"
"Virtu Financial","2027 Internship- Hardware Engineer (FPGA)","Austin, TX","https://job-boards.greenhouse.io/virtu/jobs/8657286002","Greenhouse:virtu","internship timing not stated in title; undergrad/BS/MS language found"
"Voloridge Investment Management","Quantitative Developer Intern 2027","Jupiter, FL","https://job-boards.greenhouse.io/voloridgeinvestmentmanagement/jobs/4224862009","Greenhouse:voloridgeinvestmentmanagement","internship timing not stated in title; undergrad/BS/MS language found"
"Voloridge Investment Management","Quantitative Research Intern 2027","Jupiter, FL","https://job-boards.greenhouse.io/voloridgeinvestmentmanagement/jobs/4226247009","Greenhouse:voloridgeinvestmentmanagement","internship timing not stated in title; undergrad/BS/MS language found"
"Wincent","Quantitative Research Internship - Quant Research/Trading - Starting Summer 2027","Bratislava","https://jobs.ashbyhq.com/wincent/984bf12c-8d80-431f-9789-04a9739cfc99","Ashby:wincent","internship timing: Summer 2027; undergrad/BS/MS language found"
"WorldQuant","Data Science Intern","Beijing OR Shanghai","https://job-boards.greenhouse.io/worldquant/jobs/4069460006","Greenhouse:worldquant","internship timing not stated in title; undergrad/BS/MS language found"
"WorldQuant","Quant Developer Intern ","Singapore","https://job-boards.greenhouse.io/worldquant/jobs/4572988006","Greenhouse:worldquant","internship timing not stated in title; undergrad/BS/MS language found"
"WorldQuant","Quantitative Research Intern","Beijing OR Shanghai","https://job-boards.greenhouse.io/worldquant/jobs/4084570006","Greenhouse:worldquant","internship timing not stated in title; graduation eligibility mentions: 2026, 2027; undergrad/BS/MS language found"
"WorldQuant","Quantitative Research Intern ","Singapore","https://job-boards.greenhouse.io/worldquant/jobs/4314066006","Greenhouse:worldquant","internship timing not stated in title; undergrad/BS/MS language found"
"WorldQuant","Quantitative Research Intern (LLMs & AI Agents)","Hanoi or Ho Chi Minh City","https://job-boards.greenhouse.io/worldquant/jobs/4434997006","Greenhouse:worldquant","internship timing not stated in title; undergrad/BS/MS language found"
"WorldQuant","Software Engineer Intern","Budapest","https://job-boards.greenhouse.io/worldquant/jobs/4655484006","Greenhouse:worldquant","internship timing not stated in title; undergrad/BS/MS language found"
"WorldQuant","Software Engineer Intern","Hanoi","https://job-boards.greenhouse.io/worldquant/jobs/4652485006","Greenhouse:worldquant","internship timing not stated in title; undergrad/BS/MS language found"
