"Company","Title","Location","URL","Source","Notes"
"PDT Partners","Summer 2027 Software Engineering Intern","New York, NY","https://job-boards.greenhouse.io/pdtpartners/jobs/8077685","Greenhouse:pdtpartners","internship timing: Summer 2027; graduation eligibility mentions: 2027; undergrad/BS/MS language found"
"PDT Partners","Summer 2027 Systems Engineering Intern","New York, NY","https://job-boards.greenhouse.io/pdtpartners/jobs/8083292","Greenhouse:pdtpartners","internship timing: Summer 2027; graduation eligibility mentions: 2027; undergrad/BS/MS language found"
"Point 72/Cubist","Cubist Quantitative Researcher Intern","Singapore","https://boards.greenhouse.io/point72/jobs/7297598002?gh_jid=7297598002","Greenhouse:point72","internship timing not stated in title; undergrad/BS/MS language found"
"Point 72/Cubist","Cubist Quantitative Researcher Intern","Hong Kong","https://boards.greenhouse.io/point72/jobs/7297611002?gh_jid=7297611002","Greenhouse:point72","internship timing not stated in title; undergrad/BS/MS language found"
"Point 72/Cubist","Machine Learning Researcher - Intern","New York","https://boards.greenhouse.io/point72/jobs/7302611002?gh_jid=7302611002","Greenhouse:point72","internship timing not stated in title; undergrad/BS/MS language found"
"Point 72/Cubist","Quantitative Developer Intern","New York","https://boards.greenhouse.io/point72/jobs/8721562002?gh_jid=8721562002","Greenhouse:point72","internship timing not stated in title; graduation eligibility mentions: 2027; undergrad/BS/MS language found"
"Point 72/Cubist","Quantitative Research Intern (NLP)","New York","https://boards.greenhouse.io/point72/jobs/8018862002?gh_jid=8018862002","Greenhouse:point72","internship timing not stated in title; undergrad/BS/MS language found"
"Point 72/Cubist","Quantitative Software Developer Intern","New York, London, or Paris","https://boards.greenhouse.io/point72/jobs/7297666002?gh_jid=7297666002","Greenhouse:point72","internship timing not stated in title; undergrad/BS/MS language found"
"Point 72/Cubist","Summer 2027 Quantitative Research Internship","New York","https://boards.greenhouse.io/point72/jobs/7297642002?gh_jid=7297642002","Greenhouse:point72","internship timing: Summer 2027; undergrad/BS/MS language found"
"Quantbot Technologies","Data Trading Analyst Summer Internship - 2027 [Hong Kong]","Hong Kong","https://www.quantbot.com/careers/4344638009?gh_jid=4344638009","Greenhouse:quantbot-technologies","internship timing: Summer; undergrad/BS/MS language found"
"Quantbot Technologies","Data Trading Analyst Summer Internship - 2027 [London]","London","https://www.quantbot.com/careers/4299858009?gh_jid=4299858009","Greenhouse:quantbot-technologies","internship timing: Summer; undergrad/BS/MS language found"
"Quantbot Technologies","Data Trading Analyst Summer Internship - 2027 [New York]","New York","https://www.quantbot.com/careers/4299767009?gh_jid=4299767009","Greenhouse:quantbot-technologies","internship timing: Summer; undergrad/BS/MS language found"
"Quantbot Technologies","Machine Learning Research Engineer Internship - 2027 [New York] ","New York","https://www.quantbot.com/careers/4340833009?gh_jid=4340833009","Greenhouse:quantbot-technologies","internship timing not stated in title; undergrad/BS/MS language found"
"Quantbot Technologies","Quantitative Developer Internship - 2027 [New York] ","New York","https://www.quantbot.com/careers/4341038009?gh_jid=4341038009","Greenhouse:quantbot-technologies","internship timing not stated in title; undergrad/BS/MS language found"
"Quantbot Technologies","Quantitative Researcher Internship - 2027 [Hong Kong]","Hong Kong","https://www.quantbot.com/careers/4348629009?gh_jid=4348629009","Greenhouse:quantbot-technologies","internship timing not stated in title; undergrad/BS/MS language found"
"Quantbot Technologies","Quantitative Researcher Internship - 2027 [London]","London","https://www.quantbot.com/careers/4299863009?gh_jid=4299863009","Greenhouse:quantbot-technologies","internship timing not stated in title; undergrad/BS/MS language found"
"Quantbot Technologies","Quantitative Researcher Internship - 2027 [New York]","New York","https://www.quantbot.com/careers/4299496009?gh_jid=4299496009","Greenhouse:quantbot-technologies","internship timing not stated in title; undergrad/BS/MS language found"
"Qube Research & Technologies","2026 - Internship, Quantitative Developer","Zurich","https://job-boards.greenhouse.io/quberesearchandtechnologies/jobs/8169041002","Greenhouse:quberesearchandtechnologies","internship timing not stated in title; undergrad/BS/MS language found"
"Qube Research & Technologies","2026 - Internship, Quantitative Research/Trading","Aarhus, Dubai, Geneva, London, Paris, Zurich, Budapest","https://job-boards.greenhouse.io/quberesearchandtechnologies/jobs/8052341002","Greenhouse:quberesearchandtechnologies","internship timing not stated in title; undergrad/BS/MS language found"
"Qube Research & Technologies","2027 Internship/Graduate - Data Engineer","Hong Kong","https://job-boards.greenhouse.io/quberesearchandtechnologies/jobs/8749947002","Greenhouse:quberesearchandtechnologies","internship timing not stated in title; undergrad/BS/MS language found"
"Qube Research & Technologies","2027 Internship/Graduate - FPGA Engineer","Hong Kong","https://job-boards.greenhouse.io/quberesearchandtechnologies/jobs/8742098002","Greenhouse:quberesearchandtechnologies","internship timing not stated in title; undergrad/BS/MS language found"
"Qube Research & Technologies","2027 Internship/Graduate - Infrastructure / Cloud Engineer","Hong Kong/Singapore/Shanghai","https://job-boards.greenhouse.io/quberesearchandtechnologies/jobs/8749918002","Greenhouse:quberesearchandtechnologies","internship timing not stated in title; undergrad/BS/MS language found"
"Qube Research & Technologies","2027 Internship/Graduate - Quantitative Developer / Software Engineer","Hong Kong/Singapore/Shanghai","https://job-boards.greenhouse.io/quberesearchandtechnologies/jobs/8617401002","Greenhouse:quberesearchandtechnologies","internship timing not stated in title; undergrad/BS/MS language found"
"Qube Research & Technologies","2027 Internship/Graduate - Quantitative Research/Trading","Hong Kong, Singapore, Shanghai, Beijing","https://job-boards.greenhouse.io/quberesearchandtechnologies/jobs/8581570002","Greenhouse:quberesearchandtechnologies","internship timing not stated in title; undergrad/BS/MS language found"
"Qube Research & Technologies","2027 Internship/Graduate - Security Engineer","Hong Kong","https://job-boards.greenhouse.io/quberesearchandtechnologies/jobs/8749942002","Greenhouse:quberesearchandtechnologies","internship timing not stated in title; undergrad/BS/MS language found"
"Schonfeld Strategic Advisors","Quantitative Research / Developer - Intern","Hong Kong, Hong Kong","https://job-boards.greenhouse.io/schonfeld/jobs/7185553","Greenhouse:schonfeld","internship timing not stated in title"
"Squarepoint Capital","Intern Quant Researcher","London, Paris, New York, Singapore, Hong Kong","https://www.squarepoint-capital.com/open-opportunities?id=243853&gh_jid=243853","Greenhouse:squarepointcapital","internship timing not stated in title"
"Squarepoint Capital","Intern Software Developer - London - 2027","London","https://www.squarepoint-capital.com/open-opportunities?id=7231006&gh_jid=7231006","Greenhouse:squarepointcapital","internship timing not stated in title; undergrad/BS/MS language found"
"Squarepoint Capital","Intern Software Developer - Montreal - 2027","Montreal","https://www.squarepoint-capital.com/open-opportunities?id=7905463&gh_jid=7905463","Greenhouse:squarepointcapital","internship timing not stated in title; undergrad/BS/MS language found"
"Squarepoint Capital","Intern Software Developer - Singapore - 2027","Singapore ","https://www.squarepoint-capital.com/open-opportunities?id=6201998&gh_jid=6201998","Greenhouse:squarepointcapital","internship timing not stated in title; undergrad/BS/MS language found"
"Stevens Capital Management","Developer Internship","Radnor, PA","https://job-boards.greenhouse.io/scm/jobs/721888","Greenhouse:scm","internship timing not stated in title; undergrad/BS/MS language found"
"Stevens Capital Management","Quantitative Research Analyst Internship","Radnor, PA","https://job-boards.greenhouse.io/scm/jobs/721895","Greenhouse:scm","internship timing not stated in title; undergrad/BS/MS language found"
"Tower Research Capital","Intern - AI/ML","gurgaon","https://www.tower-research.com/open-positions/?gh_jid=8143756","Greenhouse:towerresearchcapital","internship timing not stated in title; undergrad/BS/MS language found"
"Tower Research Capital","Junior Execution Trader Intern","Gift City","https://www.tower-research.com/open-positions/?gh_jid=8091833","Greenhouse:towerresearchcapital","internship timing not stated in title; undergrad/BS/MS language found"
"Tower Research Capital","Quantitative Developer Intern","Singapore","https://www.tower-research.com/open-positions/?gh_jid=8138524","Greenhouse:towerresearchcapital","internship timing not stated in title; undergrad/BS/MS language found"
"Tower Research Capital","Quantitative Developer Intern - Summer 2027","New York, Chicago","https://www.tower-research.com/open-positions/?gh_jid=8044334","Greenhouse:towerresearchcapital","internship timing: Summer 2027; undergrad/BS/MS language found"
"Tower Research Capital","Quantitative Research Internship - 6 Months, Central Execution Research","London","https://www.tower-research.com/open-positions/?gh_jid=8113986","Greenhouse:towerresearchcapital","internship timing not stated in title; undergrad/BS/MS language found"
"Tower Research Capital","Quantitative Trader/Researcher Intern - Summer 2027","New York, Chicago","https://www.tower-research.com/open-positions/?gh_jid=8024128","Greenhouse:towerresearchcapital","internship timing: Summer 2027; undergrad/BS/MS language found"
"Tower Research Capital","Risk Intern - 6 Month Internship Opportunity","Singapore","https://www.tower-research.com/open-positions/?gh_jid=7789933","Greenhouse:towerresearchcapital","internship timing not stated in title; undergrad/BS/MS language found"
"TransMarket Group","Algorithmic Trader Intern","Chicago, Illinois, United States","https://job-boards.greenhouse.io/transmarketgroup/jobs/5151581007?gh_jid=5151581007","Greenhouse:transmarketgroup","internship timing not stated in title; graduation eligibility mentions: 2027, 2028; undergrad/BS/MS language found"
"TransMarket Group","DevOps/SRE Intern","Chicago, Illinois, United States","https://job-boards.greenhouse.io/transmarketgroup/jobs/5151577007?gh_jid=5151577007","Greenhouse:transmarketgroup","internship timing not stated in title; undergrad/BS/MS language found"
"TransMarket Group","Quantitative Trader Intern","Chicago, Illinois, United States","https://job-boards.greenhouse.io/transmarketgroup/jobs/5151569007?gh_jid=5151569007","Greenhouse:transmarketgroup","internship timing not stated in title; graduation eligibility mentions: 2027, 2028; undergrad/BS/MS language found"
"TransMarket Group","Software Engineering Intern","Chicago, Illinois, United States","https://job-boards.greenhouse.io/transmarketgroup/jobs/5212335007?gh_jid=5212335007","Greenhouse:transmarketgroup","internship timing not stated in title; undergrad/BS/MS language found"
"Trillium","IT Support Intern - Summer 2027","NYC","https://www.trlm.com/apply/5207070007?gh_jid=5207070007","Greenhouse:trillium","internship timing: Summer 2027; undergrad/BS/MS language found"
"Trillium","Summer 2027 Equity Trader Internship","Miami","https://www.trlm.com/apply/5076067007?gh_jid=5076067007","Greenhouse:trillium","internship timing: Summer 2027; graduation eligibility mentions: 2028; undergrad/BS/MS language found"
"Trillium","Summer 2027 Equity Trader Internship","Chicago","https://www.trlm.com/apply/5076017007?gh_jid=5076017007","Greenhouse:trillium","internship timing: Summer 2027; graduation eligibility mentions: 2028; undergrad/BS/MS language found"
"Trillium","Summer 2027 Equity Trader Internship","NYC","https://www.trlm.com/apply/5076003007?gh_jid=5076003007","Greenhouse:trillium","internship timing: Summer 2027; graduation eligibility mentions: 2028; undergrad/BS/MS language found"
"Virtu Financial","2027 Internship - FPGA Engineer","Dublin, Ireland","https://job-boards.greenhouse.io/virtu/jobs/8638124002","Greenhouse:virtu","internship timing not stated in title; graduation eligibility mentions: 2028; undergrad/BS/MS language found"
"Virtu Financial","2027 Internship - Frontend Engineer (UI)","New York","https://job-boards.greenhouse.io/virtu/jobs/8657500002","Greenhouse:virtu","internship timing not stated in title; undergrad/BS/MS language found"
"Virtu Financial","2027 Internship - Quantitative Researcher (Master or PhD)","Dublin, Ireland","https://job-boards.greenhouse.io/virtu/jobs/8631180002","Greenhouse:virtu","internship timing not stated in title; undergrad/BS/MS language found"
"Virtu Financial","2027 Internship - Quantitative Researcher (Undergrad)","New York","https://job-boards.greenhouse.io/virtu/jobs/8142539002","Greenhouse:virtu","internship timing not stated in title; undergrad/BS/MS language found"
"Virtu Financial","2027 Internship - Quantitative Strategist ","Singapore","https://job-boards.greenhouse.io/virtu/jobs/7617953002","Greenhouse:virtu","internship timing not stated in title; undergrad/BS/MS language found"
"Virtu Financial","2027 Internship - Quantitative Trading","Singapore","https://job-boards.greenhouse.io/virtu/jobs/5208637002","Greenhouse:virtu","internship timing not stated in title; undergrad/BS/MS language found"
"Virtu Financial","2027 Internship - Quantitative Trading","Austin, TX; Chicago; New York","https://job-boards.greenhouse.io/virtu/jobs/8624408002","Greenhouse:virtu","internship timing not stated in title; undergrad/BS/MS language found"
"Virtu Financial","2027 Internship - Quantitative Trading ","Dublin, Ireland","https://job-boards.greenhouse.io/virtu/jobs/8547254002","Greenhouse:virtu","internship timing not stated in title; graduation eligibility mentions: 2028; undergrad/BS/MS language found"
"Virtu Financial","2027 Internship - Software Engineer","Austin, TX; New York","https://job-boards.greenhouse.io/virtu/jobs/8624410002","Greenhouse:virtu","internship timing not stated in title; undergrad/BS/MS language found"
"Virtu Financial","2027 Internship - Software Engineer","Dublin, Ireland","https://job-boards.greenhouse.io/virtu/jobs/8551566002","Greenhouse:virtu","internship timing not stated in title; graduation eligibility mentions: 2028; undergrad/BS/MS language found"
"Virtu Financial","2027 Internship – Core Operations Engineer ","Singapore","https://job-boards.greenhouse.io/virtu/jobs/6329460002","Greenhouse:virtu","internship timing not stated in title; undergrad/BS/MS language found"
"Virtu Financial","2027 Internship – Software Engineer ","Singapore","https://job-boards.greenhouse.io/virtu/jobs/5513756002","Greenhouse:virtu","internship timing not stated in title; undergrad/BS/MS language found"
"Virtu Financial","2027 Internship- Hardware Engineer (FPGA)","Austin, TX","https://job-boards.greenhouse.io/virtu/jobs/8657286002","Greenhouse:virtu","internship timing not stated in title; undergrad/BS/MS language found"
"Voleon Group","Software Engineer Intern - (Summer 2027)","Berkeley, CA","https://jobs.ashbyhq.com/voleon/57f1b666-2f4b-4bad-aac0-fa42a1c8fdf6","Ashby:voleon","internship timing: Summer 2027; graduation eligibility mentions: 2028; undergrad/BS/MS language found"
"Voloridge Investment Management","Quantitative Developer Intern 2027","Jupiter, FL","https://job-boards.greenhouse.io/voloridgeinvestmentmanagement/jobs/4224862009","Greenhouse:voloridgeinvestmentmanagement","internship timing not stated in title; undergrad/BS/MS language found"
"Voloridge Investment Management","Quantitative Research Intern 2027","Jupiter, FL","https://job-boards.greenhouse.io/voloridgeinvestmentmanagement/jobs/4226247009","Greenhouse:voloridgeinvestmentmanagement","internship timing not stated in title; undergrad/BS/MS language found"
"Wincent","Quantitative Research Internship - Quant Research/Trading - Starting Summer 2027","Bratislava","https://jobs.ashbyhq.com/wincent/984bf12c-8d80-431f-9789-04a9739cfc99","Ashby:wincent","internship timing: Summer 2027; undergrad/BS/MS language found"
"WorldQuant","Data Science Intern","Beijing OR Shanghai","https://job-boards.greenhouse.io/worldquant/jobs/4069460006","Greenhouse:worldquant","internship timing not stated in title; undergrad/BS/MS language found"
"WorldQuant","Quant Developer Intern ","Singapore","https://job-boards.greenhouse.io/worldquant/jobs/4572988006","Greenhouse:worldquant","internship timing not stated in title; undergrad/BS/MS language found"
"WorldQuant","Quantitative Research Intern","Beijing OR Shanghai","https://job-boards.greenhouse.io/worldquant/jobs/4084570006","Greenhouse:worldquant","internship timing not stated in title; graduation eligibility mentions: 2027, 2028; undergrad/BS/MS language found"
"WorldQuant","Quantitative Research Intern (LLMs & AI Agents)","Hanoi or Ho Chi Minh City","https://job-boards.greenhouse.io/worldquant/jobs/4434997006","Greenhouse:worldquant","internship timing not stated in title; undergrad/BS/MS language found"
"WorldQuant","Software Engineer Intern","Hanoi","https://job-boards.greenhouse.io/worldquant/jobs/4652485006","Greenhouse:worldquant","internship timing not stated in title; undergrad/BS/MS language found"
"WorldQuant","Software Engineer Intern","Budapest","https://job-boards.greenhouse.io/worldquant/jobs/4655484006","Greenhouse:worldquant","internship timing not stated in title; undergrad/BS/MS language found"
"Xantium","Quantitative Developer Intern","London, England, New York, New York","https://job-boards.greenhouse.io/xantium/jobs/4360768009","Greenhouse:xantium","internship timing not stated in title"
"Xantium","Quantitative Researcher Internship ","London, England, New York, New York","https://job-boards.greenhouse.io/xantium/jobs/4371217009","Greenhouse:xantium","internship timing not stated in title; undergrad/BS/MS language found"
