"Company","Title","Location","Region","URL","Source","Status","Notes"
"DRW","FPGA Intern","London","Europe","https://job-boards.greenhouse.io/drweng/jobs/8070392","Career page Greenhouse:drweng","Confirmed official posting","career_page=https://www.drw.com/work-at-drw | company_wrapper=https://www.drw.com/job?gh_jid=8070392 | internship timing not stated in title; graduation eligibility mentions: 2027, 2028 | Our formula for success is to hire exceptional people, encourage their ideas and reward their results. As a n FPGA Intern , you will build advanced trading applications leveraging cutting-edge technology. DRW enables our FPGA Interns to develop a real-world trading centric FPGA application under the guidance of senior technologists with the goal of deployment during your ten weeks. While your days will have you immersed in complex projects directly driving DRW’s progress, your evenings will be spent exploring the city with organized social events to truly discover what it is like to live and work in London. How you will make an impact… Design, develop, test, and deploy proprietary FPGA solutions . Examp..."
"DRW","FPGA Intern","Chicago","North America","https://job-boards.greenhouse.io/drweng/jobs/8038923","Career page Greenhouse:drweng","Confirmed official posting","career_page=https://www.drw.com/work-at-drw | company_wrapper=https://www.drw.com/job?gh_jid=8038923 | internship timing not stated in title; graduation eligibility mentions: 2027, 2028 | Our formula for success is to hire exceptional people, encourage their ideas and reward their results. As a n FPGA Intern , you will build advanced trading applications leveraging cutting-edge technology. DRW enables our FPGA Interns to develop a real-world trading centric FPGA application under the guidance of senior technologists with the goal of deployment during your ten weeks. While your days will have you immersed in complex projects directly driving DRW’s progress, your evenings will be spent exploring the city with organized social events to truly discover what it is like to live and work in Chicago. How you will make an impact… Design, develop, test, and deploy proprietary FPGA solutions . Exam..."
"DRW","Platform Engineer Intern","Chicago","North America","https://job-boards.greenhouse.io/drweng/jobs/7997729","Career page Greenhouse:drweng","Confirmed official posting","career_page=https://www.drw.com/work-at-drw | company_wrapper=https://www.drw.com/job?gh_jid=7997729 | internship timing not stated in title; graduation eligibility mentions: 2027, 2028 | Our formula for success is to hire exceptional people, encourage their ideas and reward their results. As a Platform Engineer Intern , you will be part of our advanced technology team focused on maintaining and improving the reliability and efficiency of our platform, including underlying systems at DRW. The platform engineer intern will work under the guidance of senior technologists to ensure our systems are highly reliable and scalable during your ten weeks. While your days will have you immersed in complex projects directly driving DRW’s progress, your evenings will be spent exploring the city with organized social events to truly discover what it is like to live and work in Chicago. How you will ma..."
"DRW","Quantitative Developer Intern (Python)","Singapore","Asia","https://job-boards.greenhouse.io/drweng/jobs/7981754","Career page Greenhouse:drweng","Confirmed official posting","career_page=https://www.drw.com/work-at-drw | company_wrapper=https://www.drw.com/job?gh_jid=7981754 | internship timing not stated in title; graduation eligibility mentions: 2027, 2028 | DRW is a technology-driven, diversified principal trading firm. We trade our own capital at our own risk, across a broad range of asset classes, instruments and strategies, in financial markets around the world. As the markets have evolved over the past 25 years, so has DRW – maximizing opportunities to include real estate, cryptoassets and venture capital. With over 1,000 employees at our Chicago headquarters and offices around the world, we work together to solve complex problems, challenge consensus and deliver meaningful results. It’s a place of high expectations, deep curiosity and thoughtful collaboration. As a Quantitative Developer Intern , you will implement software solutions that use advanced..."
"DRW","Quantitative Research Intern","Chicago, New York City","North America","https://job-boards.greenhouse.io/drweng/jobs/7818540","Career page Greenhouse:drweng","Confirmed official posting","career_page=https://www.drw.com/work-at-drw | company_wrapper=https://www.drw.com/job?gh_jid=7818540 | internship timing not stated in title; graduation eligibility mentions: 2027, 2028 | Our formula for success is to hire exceptional people, encourage their ideas and reward their results. As a Quantitative Research Intern you will have an opportunity to solve challenging problems arising in a trading environment while utilizing the latest statistical scientific algorithms, machine learning techniques and derivatives pricing theory. The teams focus on non-latency sensitive investment opportunities and multi-asset class derivatives strategies across geographies. Our teams emphasize cutting-edge innovative scientific research and collaboration, allowing you to gain a deeper understanding of quantitative trading. You will find great minds with diverse backgrounds, who are passionate about c..."
"DRW","Quantitative Research Intern","London","Europe","https://job-boards.greenhouse.io/drweng/jobs/7957756","Career page Greenhouse:drweng","Confirmed official posting","career_page=https://www.drw.com/work-at-drw | company_wrapper=https://www.drw.com/job?gh_jid=7957756 | internship timing not stated in title; graduation eligibility mentions: 2027, 2028 | Our formula for success is to hire exceptional people, encourage their ideas and reward their results. As a Quantitative Research Intern you will have an opportunity to solve challenging problems arising in a trading environment while utilizing the latest statistical scientific algorithms, machine learning techniques and derivatives pricing theory. The teams focus on non-latency sensitive investment opportunities and multi-asset class derivatives strategies across geographies. Our teams emphasize cutting-edge innovative scientific research and collaboration, allowing you to gain a deeper understanding of quantitative trading. You will find great minds with diverse backgrounds, who are passionate about c..."
"DRW","Quantitative Research Intern","Singapore","Asia","https://job-boards.greenhouse.io/drweng/jobs/8014915","Career page Greenhouse:drweng","Confirmed official posting","career_page=https://www.drw.com/work-at-drw | company_wrapper=https://www.drw.com/job?gh_jid=8014915 | internship timing not stated in title; graduation eligibility mentions: 2027, 2028 | Our formula for success is to hire exceptional people, encourage their ideas and reward their results. As a Quantitative Research Intern you will have an opportunity to solve challenging problems arising in a trading environment while utilizing the latest statistical scientific algorithms, machine learning techniques and derivatives pricing theory. The teams focus on non-latency sensitive investment opportunities and multi-asset class derivatives strategies across geographies. Our teams emphasize cutting-edge innovative scientific research and collaboration, allowing you to gain a deeper understanding of quantitative trading. You will find great minds with diverse backgrounds, who are passionate about c..."
"DRW","Quantitative Trading Analyst Intern","London","Europe","https://job-boards.greenhouse.io/drweng/jobs/7957243","Career page Greenhouse:drweng","Confirmed official posting","career_page=https://www.drw.com/work-at-drw | company_wrapper=https://www.drw.com/job?gh_jid=7957243 | internship timing not stated in title; graduation eligibility mentions: 2027, 2028 | Our formula for success is to hire exceptional people, encourage their ideas and reward their results. As a Quantitative Trading Analyst Intern , you will gain exposure to the dynamic worlds of trading and technology in order to learn what it takes to become a successful and sustainable trader. You will work on a small team to combine the disciplines of technology, research and risk management to identify optimal trading and investment strategies within the regulatory framework through a series of project-based assignments. At the conclusion of 10 weeks, you will have the opportunity to present your results to senior leadership at DRW. While your days will have you engrossed with complex quantitative tr..."
"DRW","Quantitative Trading Analyst Intern","Chicago, Illinois","North America","https://job-boards.greenhouse.io/drweng/jobs/7668776","Career page Greenhouse:drweng","Confirmed official posting","career_page=https://www.drw.com/work-at-drw | company_wrapper=https://www.drw.com/job?gh_jid=7668776 | internship timing not stated in title; graduation eligibility mentions: 2027, 2028 | Our formula for success is to hire exceptional people, encourage their ideas and reward their results. As a Quantitative Trading Analyst Intern , you will gain exposure to the dynamic worlds of trading and technology in order to learn what it takes to become a successful and sustainable trader. You will work on a small team to combine the disciplines of technology, research and risk management to identify optimal trading and investment strategies within the regulatory framework through a series of project based assignments. At the conclusion of 10 weeks, you will have the opportunity to present your results to senior leadership at DRW. While your days will have you engrossed with complex quantitative tr..."
"DRW","Quantitative Trading Analyst Intern","Singapore","Asia","https://job-boards.greenhouse.io/drweng/jobs/8014919","Career page Greenhouse:drweng","Confirmed official posting","career_page=https://www.drw.com/work-at-drw | company_wrapper=https://www.drw.com/job?gh_jid=8014919 | internship timing not stated in title; graduation eligibility mentions: 2027, 2028 | Our formula for success is to hire exceptional people, encourage their ideas and reward their results. As a Quantitative Trading Analyst Intern , you will gain exposure to the dynamic worlds of trading and technology in order to learn what it takes to become a successful and sustainable trader. You will work on a small team to combine the disciplines of technology, research and risk management to identify optimal trading and investment strategies within the regulatory framework through a series of project based assignments. At the conclusion of 10 weeks, you will have the opportunity to present your results to senior leadership at DRW. While your days will have you engrossed with complex quantitative tr..."
"DRW","Software Developer Intern","London","Europe","https://job-boards.greenhouse.io/drweng/jobs/7942281","Career page Greenhouse:drweng","Confirmed official posting","career_page=https://www.drw.com/work-at-drw | company_wrapper=https://www.drw.com/job?gh_jid=7942281 | internship timing not stated in title; graduation eligibility mentions: 2027, 2028 | Our formula for success is to hire exceptional people, encourage their ideas and reward their results. As a Software Developer Intern , you will build advanced trading and risk applications leveraging cutting-edge technology. DRW enables our Software Developer Interns to develop computationally intensive software under the guidance of senior technologists with the goal of deployment during your ten weeks. While your days will have you immersed in complex projects directly driving DRW’s progress, your evenings will be spent exploring the city with organised social events to truly discover what it is like to live and work in London. How you will make an impact… Design, develop, test, and deploy proprietar..."
"DRW","Software Developer Intern","Montreal","North America","https://job-boards.greenhouse.io/drweng/jobs/7991196","Career page Greenhouse:drweng","Confirmed official posting","career_page=https://www.drw.com/work-at-drw | company_wrapper=https://www.drw.com/job?gh_jid=7991196 | internship timing not stated in title; graduation eligibility mentions: 2027, 2028 | Our formula for success is to hire exceptional people, encourage their ideas and reward their results. As a Software Developer Intern , you will join one of our development teams supporting our network development initiatives or trading businesses. Depending on the team you join, you will build advanced trading, analysis and risk applications, or advanced monitoring and automation systems leveraging cutting-edge technology. DRW enables our Software Developer Interns to develop computationally intensive software under the guidance of senior technologists with the goal of deployment during your internship. While your days will have you immersed in complex projects directly driving DRW's progress, your tim..."
"DRW","Software Developer Intern","Chicago","North America","https://job-boards.greenhouse.io/drweng/jobs/7992936","Career page Greenhouse:drweng","Confirmed official posting","career_page=https://www.drw.com/work-at-drw | company_wrapper=https://www.drw.com/job?gh_jid=7992936 | internship timing not stated in title; graduation eligibility mentions: 2027, 2028 | Our formula for success is to hire exceptional people, encourage their ideas and reward their results. As a Software Developer Intern , you will build advanced trading and risk applications leveraging cutting-edge technology. DRW enables our Software Developer Interns to develop computationally intensive software under the guidance of senior technologists with the goal of deployment during your ten weeks. While your days will have you immersed in complex projects directly driving DRW’s progress, your evenings will be spent exploring the city with organized social events to truly discover what it is like to live and work in Chicago. How you will make an impact… Design, develop, test, and deploy proprieta..."
"DRW","Software Developer Intern","Amsterdam","Europe","https://job-boards.greenhouse.io/drweng/jobs/8020364","Career page Greenhouse:drweng","Confirmed official posting","career_page=https://www.drw.com/work-at-drw | company_wrapper=https://www.drw.com/job?gh_jid=8020364 | internship timing not stated in title; graduation eligibility mentions: 2027, 2028 | Our formula for success is to hire exceptional people, encourage their ideas and reward their results. As a Software Developer Intern , you will build advanced trading and risk applications leveraging cutting-edge technology. DRW enables our Software Developer Interns to develop computationally intensive software under the guidance of senior technologists with the goal of deployment during your ten weeks. While your days will have you immersed in complex projects directly driving DRW’s progress, your evenings will be spent exploring the city with organized social events to truly discover what it is like to live and work in Amsterdam. How you will make an impact… Design, develop test, and deploy propriet..."
"DRW","Software Developer Intern (C++)","Singapore","Asia","https://job-boards.greenhouse.io/drweng/jobs/8014910","Career page Greenhouse:drweng","Confirmed official posting","career_page=https://www.drw.com/work-at-drw | company_wrapper=https://www.drw.com/job?gh_jid=8014910 | internship timing not stated in title; graduation eligibility mentions: 2027, 2028 | Our formula for success is to hire exceptional people, encourage their ideas and reward their results. As a Software Developer Intern in our Singapore office, you will build advanced trading and risk applications leveraging cutting-edge technology. DRW enables our Software Developer Interns to develop computationally intensive software under the guidance of senior technologists with the goal of deployment during your internship. While your days will have you engrossed with complex quantitative trading projects, your evenings will be spent exploring the city with organized social events to truly discover what it’s like to live and work in Singapore. How you will make an impact… Design, develop test, and ..."
"DRW","Software Engineer Intern (Data Engineering)","Singapore","Asia","https://job-boards.greenhouse.io/drweng/jobs/8127242","Career page Greenhouse:drweng","Confirmed official posting","career_page=https://www.drw.com/work-at-drw | company_wrapper=https://www.drw.com/job?gh_jid=8127242 | internship timing not stated in title; graduation eligibility mentions: 2027, 2028 | Our formula for success is to hire exceptional people, encourage their ideas and reward their results. As a Software Engineer Intern (Data Engineering), you'll join the Commodities trading group to build data pipelines for the ingestion and analysis of datasets. The role entails working closely with senior data engineers and key stakeholders across both green field and established projects. Initially it will be focused on getting data to our analysts, with opportunities to help design and build the core data infrastructure used across the group as your experience grows. While your days will have you engrossed with complex quantitative trading projects, your evenings will be spent exploring the city with..."
"DRW","Strategy Intern","Chicago, IL","North America","https://job-boards.greenhouse.io/drweng/jobs/7992670","Career page Greenhouse:drweng","Confirmed official posting","career_page=https://www.drw.com/work-at-drw | company_wrapper=https://www.drw.com/job?gh_jid=7992670 | internship timing not stated in title; graduation eligibility mentions: 2027, 2028 | Our formula for success is to hire exceptional people, encourage their ideas and reward their results. We are looking for a forward-looking Strategy Intern to identify, quantify and develop plans for new business opportunities to leverage our deep expertise in global markets and cutting-edge trading technology. This role will be part of a growing, centralized strategy team tasked with partnering with a diverse set of trading businesses across the firm to develop and execute on business plans. Within assigned areas of focus, you will be tasked with helping our operations, trading and technology teams think beyond today into what’s possible tomorrow, identify gaps in our team’s experience, and highlight u..."
"DV Trading","2027 Summer Internship - Trading (DV Equities)","Hong Kong","Asia","https://job-boards.greenhouse.io/dvtrading/jobs/4691295005","Career page Greenhouse:dvtrading","Confirmed official posting","career_page=https://dvtrading.co/join-dv/ | company_wrapper=https://dvtrading.co/join-dv/job?gh_jid=4691295005 | internship timing: 2027 Summer; graduation eligibility mentions: 2027 | About Us : Founded 20 years ago and headquartered in Chicago, the DV Group of financial services firms has grown to more than 600 people operating throughout North America, Europe and Asia. Since spinning out of a large brokerage firm in 2016, DV Trading has rapidly scaled as an independent proprietary trading firm utilizing its own capital, trading strategies, and risk management methodologies to provide liquidity to worldwide financial markets and hedging opportunities to commodity producers and users. Now, DV group affiliates include two broker dealers, a cryptocurrency market making firm, and a bourgeoning investment adviser. Overview: As a Trading Intern, you'll work with our trading teams and learn p..."
"DV Trading","Futures & Options Trading Analyst Intern - Summer 2027","New York","North America","https://job-boards.greenhouse.io/dvtrading/jobs/4722749005","Career page Greenhouse:dvtrading","Confirmed official posting","career_page=https://dvtrading.co/join-dv/ | company_wrapper=https://dvtrading.co/join-dv/job?gh_jid=4722749005 | internship timing: Summer 2027 | Location: New York Office Duration: Summer 2027 (4 weeks) Department: DV Securities Liquid Products Group About DV Securities: DV Securities is a registered broker-dealer and a member of both FINRA and FICC, with a core focus on fixed income markets. We are active participants in the U.S. Treasury and agency MBS repo markets, supported by a growing platform that facilitates both principal and riskless principal trading activity. The firm is rooted in a culture of innovation, excellence, and collaboration. As part of the broader DV ecosystem—a global network of trading firms active across futures, equities, and structured products—DV Securities benefits from the reach and resources of a multi-asset organization with offices in North America, Eur..."
"DV Trading","Quantitative Risk Intern - Summer 2027","Chicago","North America","https://job-boards.greenhouse.io/dvtrading/jobs/4719118005","Career page Greenhouse:dvtrading","Confirmed official posting","career_page=https://dvtrading.co/join-dv/ | company_wrapper=https://dvtrading.co/join-dv/job?gh_jid=4719118005 | internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028 | About Us : Founded 20 years ago and headquartered in Chicago, the DV Group of financial services firms has grown to more than 600 people operating throughout North America, Europe and Asia. Since spinning out of a large brokerage firm in 2016, DV Trading has rapidly scaled as an independent proprietary trading firm utilizing its own capital, trading strategies, and risk management methodologies to provide liquidity to worldwide financial markets and hedging opportunities to commodity producers and users. Now, DV group affiliates include two broker dealers, a cryptocurrency market making firm, and a bourgeoning investment adviser. Responsibilities: Build and execute advanced quantitative risk monitori..."
"DV Trading","Software Engineer Intern - Summer 2027 (DV Commodities)","New York","North America","https://job-boards.greenhouse.io/dvtrading/jobs/4719119005","Career page Greenhouse:dvtrading","Confirmed official posting","career_page=https://dvtrading.co/join-dv/ | company_wrapper=https://dvtrading.co/join-dv/job?gh_jid=4719119005 | internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028 | About Us : Founded more than 15 years ago and headquartered in Chicago, the DV Group of financial services firms has grown to more than 600 people operating throughout North America and in Europe. Since spinning out of a large brokerage firm in 2016, DV Trading has rapidly scaled as an independent proprietary trading firm utilizing its own capital, trading strategies, and risk management methodologies to provide liquidity to worldwide financial markets and hedging opportunities to commodity producers and users. Now, DV group affiliates include two broker dealers, a cryptocurrency market making firm, and a bourgeoning investment adviser. DV Commodities is a division within DV Group that specializes in..."
"DV Trading","Software Engineer Intern - Summer 2027 (DV Commodities)","London","Europe","https://job-boards.greenhouse.io/dvtrading/jobs/4719125005","Career page Greenhouse:dvtrading","Confirmed official posting","career_page=https://dvtrading.co/join-dv/ | company_wrapper=https://dvtrading.co/join-dv/job?gh_jid=4719125005 | internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028 | About Us : Founded more than 15 years ago and headquartered in Chicago, the DV Group of financial services firms has grown to more than 600 people operating throughout North America and in Europe. Since spinning out of a large brokerage firm in 2016, DV Trading has rapidly scaled as an independent proprietary trading firm utilizing its own capital, trading strategies, and risk management methodologies to provide liquidity to worldwide financial markets and hedging opportunities to commodity producers and users. Now, DV group affiliates include two broker dealers, a cryptocurrency market making firm, and a bourgeoning investment adviser. DV Commodities is a division within DV Group that specializes in..."
"DV Trading","Trading Intern - Summer 2027 (DV Commodities)","New York","North America","https://job-boards.greenhouse.io/dvtrading/jobs/4719134005","Career page Greenhouse:dvtrading","Confirmed official posting","career_page=https://dvtrading.co/join-dv/ | company_wrapper=https://dvtrading.co/join-dv/job?gh_jid=4719134005 | internship timing: Summer 2027; graduation eligibility mentions: 2028 | About Us : Founded more than 15 years ago and headquartered in Chicago, the DV Group of financial services firms has grown to more than 600 people operating throughout North America and in Europe. Since spinning out of a large brokerage firm in 2016, DV Trading has rapidly scaled as an independent proprietary trading firm utilizing its own capital, trading strategies, and risk management methodologies to provide liquidity to worldwide financial markets and hedging opportunities to commodity producers and users. Now, DV group affiliates include two broker dealers, a cryptocurrency market making firm, and a bourgeoning investment adviser. DV Commodities is a division within DV Group that specializes in tradi..."
"DV Trading","Trading Intern - Summer 2027 (DV Commodities)","London","Europe","https://job-boards.greenhouse.io/dvtrading/jobs/4719135005","Career page Greenhouse:dvtrading","Confirmed official posting","career_page=https://dvtrading.co/join-dv/ | company_wrapper=https://dvtrading.co/join-dv/job?gh_jid=4719135005 | internship timing: Summer 2027; graduation eligibility mentions: 2027, 2028 | About Us : Founded more than 15 years ago and headquartered in Chicago, the DV Group of financial services firms has grown to more than 600 people operating throughout North America and in Europe. Since spinning out of a large brokerage firm in 2016, DV Trading has rapidly scaled as an independent proprietary trading firm utilizing its own capital, trading strategies, and risk management methodologies to provide liquidity to worldwide financial markets and hedging opportunities to commodity producers and users. Now, DV group affiliates include two broker dealers, a cryptocurrency market making firm, and a bourgeoning investment adviser. DV Commodities is a division within DV Group that specializes in..."
"Engineers Gate","Quantitative Research Intern","Hong Kong","Asia","https://job-boards.greenhouse.io/engineersgate/jobs/7946542","Career page Greenhouse:engineersgate","Confirmed official posting","career_page=https://job-boards.greenhouse.io/engineersgate | company_wrapper=https://job-boards.greenhouse.io/job?gh_jid=7946542 | internship timing not stated in title | About EG Engineers Gate (EG) is a leading investment manager founded in 2014 as a quantitative, computer-driven trading firm. Today, EG operates as a diversified, multi-strategy investment platform that combines systematic research with selective discretionary approaches. EG's multi-manager platform allows independent investment teams to pursue distinct strategies while benefiting from shared infrastructure, risk management, and operational support. The firm’s collaborative groups of researchers, engineers, and investment professionals deploy sophisticated statistical models, proprietary technology, and a centralized data platform to isolate and solve challenging problem sets in the global financial markets. About The R..."
"Five Rings","Summer Intern 2027 - Quantitative Researcher (PhD)","New York","North America","https://job-boards.greenhouse.io/fiveringsllc/jobs/5349219008","Career page Greenhouse:fiveringsllc","Confirmed official posting","career_page=https://job-boards.greenhouse.io/fiveringsllc | company_wrapper=https://job-boards.greenhouse.io/job?gh_jid=5349219008 | internship timing: Summer | About Five Rings Five Rings is a proprietary trading firm founded with a vision of combining strategy, innovation and technology to succeed in today’s global markets. With offices in New York, Boca Raton, London and Amsterdam, Five Rings trades in various domestic and international markets, both established and esoteric. Our team constantly seeks new opportunities, analyzes their risks and rewards, and creates strategies and tools to capitalize on them. We have an open culture and encourage the flow of knowledge and ideas between all areas of the firm. About the Program Five Rings offers an intensive 9 week summer internship program that runs from the beginning of June through the beginning of August. The program includes immersi..."
"Five Rings","Summer Intern 2027 - Quantitative Trader","New York","North America","https://job-boards.greenhouse.io/fiveringsllc/jobs/5139668008","Career page Greenhouse:fiveringsllc","Confirmed official posting","career_page=https://job-boards.greenhouse.io/fiveringsllc | company_wrapper=https://job-boards.greenhouse.io/job?gh_jid=5139668008 | internship timing: Summer; graduation eligibility mentions: 2027, 2028 | About Five Rings Five Rings is a proprietary trading firm founded with a vision of combining strategy, innovation and technology to succeed in today’s global markets. With offices in New York, Boca Raton, London and Amsterdam, Five Rings trades in various domestic and international markets, both established and esoteric. Our team constantly seeks new opportunities, analyzes their risks and rewards, and creates strategies and tools to capitalize on them. We have an open culture and encourage the flow of knowledge and ideas between all areas of the firm. About the Program Five Rings offers an intensive 9 week summer internship program that runs from the beginning of June through the begi..."
"Five Rings","Summer Intern 2027 - Software Developer","New York","North America","https://job-boards.greenhouse.io/fiveringsllc/jobs/5349707008","Greenhouse:fiveringsllc","Confirmed official posting","internship timing: Summer"
"Flow Traders","Quantitative Trading Intern Summer 2027","New York","North America","https://job-boards.greenhouse.io/flowtraders/jobs/8047166","Career page Greenhouse:flowtraders","Confirmed official posting","career_page=https://www.flowtraders.com/careers | company_wrapper=https://www.flowtraders.com/job?gh_jid=8047166 | internship timing: Summer 2027; graduation eligibility mentions: 2028 | Flow Traders is looking for entrepreneurial, competitive, and analytical students to join our New York Trading team as a Trading Intern for Summer 2027. Spend your summer experiencing what it’s like to be a Trader in the financial capital of the world! The trading internship will take place over nine weeks in our New York office, beginning in early June through early August. During the program, you will have the opportunity to explore your interest in trading, while being fully immersed in the excitement on our Trading floor. As an intern, you will get a 360-degree view of Flow Traders’ role in the financial markets, how our Traders seize arbitrage opportunities, and how they work together as a team to o..."
"Flow Traders","Trading Intern","Hong Kong","Asia","https://job-boards.greenhouse.io/flowtraders/jobs/8102618","Career page Greenhouse:flowtraders","Confirmed official posting","career_page=https://www.flowtraders.com/careers | company_wrapper=https://www.flowtraders.com/job?gh_jid=8102618 | internship timing not stated in title; graduation eligibility mentions: 2027, 2028 | Flow Traders is looking for entrepreneurial, competitive, and analytical students to join our Trading department as an Intern. What better way to find out if a career in Trading is something for you, than by experiencing it yourself as a Trading Intern! You will get a 360-degree view of our role in the financial markets, how our Traders seize opportunities, and how they work together as a team to optimize and improve their trading desk. This Trading internship is about immersing yourself in the financial markets and experiencing trading up close. You do not need to have a financial background; we will teach you all you need to know. Experience with a scientific programming language or excel ..."
"Goldman Sachs","2027 | Americas | Dallas Metro Area | Asset and Wealth Management Quantitative Strats | Summer Analyst","Dallas, TX, United States","North America","https://higher.gs.com/roles/171532","Official Goldman Sachs Higher API","Confirmed official posting","posted=2026-08-15 | role_id=171532 | program=Summer Analyst | division=Engineering Division"
"Goldman Sachs","2027 | Americas | Dallas Metro Area | Investment Banking Quantitative Strats | Summer Analyst","Dallas, TX, United States","North America","https://higher.gs.com/roles/171548","Official Goldman Sachs Higher API","Confirmed official posting","posted=2026-08-15 | role_id=171548 | program=Summer Analyst | division=Engineering Division"
"Goldman Sachs","2027 | Americas | Dallas Metro Area | The Core Quantitative Strats | Summer Analyst","Dallas, TX, United States","North America","https://higher.gs.com/roles/171534","Official Goldman Sachs Higher API","Confirmed official posting","posted=2026-08-15 | role_id=171534 | program=Summer Analyst | division=Engineering Division"
"Goldman Sachs","2027 | Americas | Dallas Metro Area | The Core Quantitative Strats | Summer Associate","Dallas, TX, United States","North America","https://higher.gs.com/roles/171546","Official Goldman Sachs Higher API","Confirmed official posting","posted=2026-08-15 | role_id=171546 | program=Summer Associate | division=Engineering Division"
"Goldman Sachs","2027 | Americas | New York City Area | Asset and Wealth Management Quantitative Strats | Summer Analyst","New York, NY, United States","North America","https://higher.gs.com/roles/171550","Official Goldman Sachs Higher API","Confirmed official posting","posted=2026-08-15 | role_id=171550 | program=Summer Analyst | division=Engineering Division"
"Goldman Sachs","2027 | Americas | New York City Area | Asset and Wealth Management Quantitative Strats | Summer Associate","New York, NY, United States","North America","https://higher.gs.com/roles/171552","Official Goldman Sachs Higher API","Confirmed official posting","posted=2026-08-15 | role_id=171552 | program=Summer Associate | division=Engineering Division"
"Goldman Sachs","2027 | Americas | New York City Area | FICC and Equities (Sales and Trading) Quantitative Strats | Summer Analyst","New York, NY, United States","North America","https://higher.gs.com/roles/171563","Official Goldman Sachs Higher API","Confirmed official posting","posted=2026-08-15 | role_id=171563 | program=Summer Analyst | division=Engineering Division"
"Goldman Sachs","2027 | Americas | New York City Area | FICC and Equities (Sales and Trading) Quantitative Strats | Summer Associate","New York, NY, United States","North America","https://higher.gs.com/roles/171566","Official Goldman Sachs Higher API","Confirmed official posting","posted=2026-08-15 | role_id=171566 | program=Summer Associate | division=Engineering Division"
"Goldman Sachs","2027 | Americas | New York City Area | Investment Banking Quantitative Strats | Summer Analyst","New York, NY, United States","North America","https://higher.gs.com/roles/171547","Official Goldman Sachs Higher API","Confirmed official posting","posted=2026-08-15 | role_id=171547 | program=Summer Analyst | division=Engineering Division"
"Goldman Sachs","2027 | Americas | New York City Area | The Core Quantitative Strats | Summer Analyst","New York, NY, United States","North America","https://higher.gs.com/roles/171533","Official Goldman Sachs Higher API","Confirmed official posting","posted=2026-08-15 | role_id=171533 | program=Summer Analyst | division=Engineering Division"
"Goldman Sachs","2027 | Americas | New York City Area | The Core Quantitative Strats | Summer Associate","New York, NY, United States","North America","https://higher.gs.com/roles/171535","Official Goldman Sachs Higher API","Confirmed official posting","posted=2026-08-15 | role_id=171535 | program=Summer Associate | division=Engineering Division"
"Goldman Sachs","2027 | Americas | Salt Lake City | Asset and Wealth Management Quantitative Strats | Summer Analyst","Salt Lake City, UT, United States","North America","https://higher.gs.com/roles/171549","Official Goldman Sachs Higher API","Confirmed official posting","posted=2026-08-15 | role_id=171549 | program=Summer Analyst | division=Engineering Division"
"Goldman Sachs","2027 | Americas | Salt Lake City | The Core Quantitative Strats | Summer Analyst","Salt Lake City, UT, United States","North America","https://higher.gs.com/roles/171551","Official Goldman Sachs Higher API","Confirmed official posting","posted=2026-08-15 | role_id=171551 | program=Summer Analyst | division=Engineering Division"
"Goldman Sachs","2027 | Americas | West Palm Beach | FICC and Equities (Sales and Trading) Quantitative Strats | Summer Analyst","West Palm Beach, FL, United States","North America","https://higher.gs.com/roles/181628","Official Goldman Sachs Higher API","Confirmed official posting","posted=2026-08-15 | role_id=181628 | program=Summer Analyst | division=Engineering Division"
"Goldman Sachs","2027 | APEJ | Hong Kong | FICC and Equities (Sales and Trading) Quantitative Strats | Summer Analyst","Hong Kong, Hong Kong","Asia","https://higher.gs.com/roles/169905","Official Goldman Sachs Higher API","Confirmed official posting","posted=2026-06-30 | role_id=169905 | program=Summer Analyst | division=Engineering Division"
"Goldman Sachs","2027 | APEJ | Hong Kong | FICC and Equities (Sales and Trading) Quantitative Strats | Summer Associate","Hong Kong, Hong Kong","Asia","https://higher.gs.com/roles/169906","Official Goldman Sachs Higher API","Confirmed official posting","posted=2026-08-13 | role_id=169906 | program=Summer Associate | division=Engineering Division"
"Goldman Sachs","2027 | APEJ | Singapore | FICC and Equities (Sales and Trading) Quantitative Strats | Summer Analyst","Singapore","Asia","https://higher.gs.com/roles/170600","Official Goldman Sachs Higher API","Confirmed official posting","posted=2026-06-30 | role_id=170600 | program=Summer Analyst | division=Engineering Division"
"Goldman Sachs","2027 | APEJ | Singapore | FICC and Equities (Sales and Trading) Quantitative Strats | Summer Associate","Singapore","Asia","https://higher.gs.com/roles/170601","Official Goldman Sachs Higher API","Confirmed official posting","posted=2026-06-30 | role_id=170601 | program=Summer Associate | division=Engineering Division"
"Goldman Sachs","2027 | EMEA | London | Asset and Wealth Management Quantitative Strats | Summer Analyst","London, Greater London, England, United Kingdom","Europe","https://higher.gs.com/roles/175421","Official Goldman Sachs Higher API","Confirmed official posting","posted=2026-08-15 | role_id=175421 | program=Summer Analyst | division=Engineering Division"
"Goldman Sachs","2027 | EMEA | London | Asset and Wealth Management Quantitative Strats | Summer Associate","London, Greater London, England, United Kingdom","Europe","https://higher.gs.com/roles/175423","Official Goldman Sachs Higher API","Confirmed official posting","posted=2026-08-15 | role_id=175423 | program=Summer Associate | division=Engineering Division"
